sale_id,product_id,customer_id,units,date
382,60,283,5,2023-01-16 21:00:00
383,32,450,17,2023-01-16 22:00:00
384,89,41,16,2023-01-16 23:00:00
385,126,76,13,2023-01-17 00:00:00
386,106,94,17,2023-01-17 01:00:00
387,135,292,16,2023-01-17 02:00:00
388,107,313,1,2023-01-17 03:00:00
389,183,450,1,2023-01-17 04:00:00
390,59,359,14,2023-01-17 05:00:00
391,118,58,4,2023-01-17 06:00:00
392,147,10,16,2023-01-17 07:00:00
393,142,462,13,2023-01-17 08:00:00
394,60,334,19,2023-01-17 09:00:00
395,66,470,9,2023-01-17 10:00:00
396,137,377,9,2023-01-17 11:00:00
397,9,323,12,2023-01-17 12:00:00
398,65,496,5,2023-01-17 13:00:00
399,198,3,8,2023-01-17 14:00:00
400,61,9,13,2023-01-17 15:00:00
401,4,493,2,2023-01-17 16:00:00
402,49,446,18,2023-01-17 17:00:00
403,57,353,7,2023-01-17 18:00:00
404,17,172,2,2023-01-17 19:00:00
405,30,118,3,2023-01-17 20:00:00
406,109,270,19,2023-01-17 21:00:00
407,106,221,15,2023-01-17 22:00:00
408,27,29,3,2023-01-17 23:00:00
409,144,373,4,2023-01-18 00:00:00
410,172,475,15,2023-01-18 01:00:00
411,87,372,11,2023-01-18 02:00:00
412,127,50,1,2023-01-18 03:00:00
413,113,407,19,2023-01-18 04:00:00
414,171,459,14,2023-01-18 05:00:00
415,20,152,11,2023-01-18 06:00:00
416,131,229,4,2023-01-18 07:00:00
417,81,475,5,2023-01-18 08:00:00
418,126,443,2,2023-01-18 09:00:00
419,79,23,2,2023-01-18 10:00:00
420,45,324,12,2023-01-18 11:00:00
421,148,172,17,2023-01-18 12:00:00
422,187,483,18,2023-01-18 13:00:00
423,187,171,12,2023-01-18 14:00:00
424,190,494,17,2023-01-18 15:00:00
425,43,350,5,2023-01-18 16:00:00
426,85,86,9,2023-01-18 17:00:00
427,59,287,3,2023-01-18 18:00:00
428,145,7,10,2023-01-18 19:00:00
429,101,475,8,2023-01-18 20:00:00
430,37,115,3,2023-01-18 21:00:00
431,76,9,3,2023-01-18 22:00:00
432,5,74,8,2023-01-18 23:00:00
433,56,319,7,2023-01-19 00:00:00
434,177,187,9,2023-01-19 01:00:00
435,116,408,7,2023-01-19 02:00:00
436,168,90,17,2023-01-19 03:00:00
437,117,52,3,2023-01-19 04:00:00
438,73,161,4,2023-01-19 05:00:00
439,175,231,10,2023-01-19 06:00:00
440,120,134,6,2023-01-19 07:00:00
441,127,268,19,2023-01-19 08:00:00
442,32,380,19,2023-01-19 09:00:00
443,54,14,5,2023-01-19 10:00:00
444,192,433,17,2023-01-19 11:00:00
445,24,197,4,2023-01-19 12:00:00
446,160,276,6,2023-01-19 13:00:00
447,130,162,3,2023-01-19 14:00:00
448,164,316,11,2023-01-19 15:00:00
449,133,125,15,2023-01-19 16:00:00
450,99,462,4,2023-01-19 17:00:00
451,16,25,9,2023-01-19 18:00:00
452,168,364,8,2023-01-19 19:00:00
453,23,1,5,2023-01-19 20:00:00
454,98,126,10,2023-01-19 21:00:00
455,174,297,17,2023-01-19 22:00:00
456,123,271,17,2023-01-19 23:00:00
457,97,329,9,2023-01-20 00:00:00
458,28,219,14,2023-01-20 01:00:00
459,172,403,8,2023-01-20 02:00:00
460,26,153,7,2023-01-20 03:00:00
461,70,298,15,2023-01-20 04:00:00
462,30,195,6,2023-01-20 05:00:00
463,186,104,12,2023-01-20 06:00:00
464,48,64,14,2023-01-20 07:00:00
465,82,279,19,2023-01-20 08:00:00
466,72,103,1,2023-01-20 09:00:00
467,158,129,8,2023-01-20 10:00:00
468,122,350,10,2023-01-20 11:00:00
469,71,332,10,2023-01-20 12:00:00
470,189,36,6,2023-01-20 13:00:00
471,150,360,13,2023-01-20 14:00:00
472,137,405,11,2023-01-20 15:00:00
473,153,40,18,2023-01-20 16:00:00
474,170,117,6,2023-01-20 17:00:00
475,49,323,10,2023-01-20 18:00:00
476,77,326,10,2023-01-20 19:00:00
477,7,359,7,2023-01-20 20:00:00
478,29,427,4,2023-01-20 21:00:00
479,131,462,14,2023-01-20 22:00:00
480,101,278,3,2023-01-20 23:00:00
481,76,35,7,2023-01-21 00:00:00
482,101,157,9,2023-01-21 01:00:00
483,91,257,17,2023-01-21 02:00:00
484,178,160,12,2023-01-21 03:00:00
485,107,66,15,2023-01-21 04:00:00
486,140,465,2,2023-01-21 05:00:00
487,140,180,7,2023-01-21 06:00:00
488,196,187,4,2023-01-21 07:00:00
489,109,430,10,2023-01-21 08:00:00
490,135,175,8,2023-01-21 09:00:00
491,189,128,2,2023-01-21 10:00:00
492,137,284,7,2023-01-21 11:00:00
493,113,214,1,2023-01-21 12:00:00
494,52,491,5,2023-01-21 13:00:00
495,36,188,12,2023-01-21 14:00:00
496,162,229,3,2023-01-21 15:00:00
497,120,106,17,2023-01-21 16:00:00
498,59,30,13,2023-01-21 17:00:00
499,13,242,11,2023-01-21 18:00:00
500,85,398,15,2023-01-21 19:00:00
501,132,373,14,2023-01-21 20:00:00
502,65,38,14,2023-01-21 21:00:00
503,19,419,15,2023-01-21 22:00:00
504,53,493,3,2023-01-21 23:00:00
505,181,344,3,2023-01-22 00:00:00
506,92,418,2,2023-01-22 01:00:00
507,179,9,6,2023-01-22 02:00:00
508,84,95,5,2023-01-22 03:00:00
509,87,224,9,2023-01-22 04:00:00
510,137,438,3,2023-01-22 05:00:00
511,48,416,8,2023-01-22 06:00:00
512,72,75,13,2023-01-22 07:00:00
513,31,437,1,2023-01-22 08:00:00
514,66,312,13,2023-01-22 09:00:00
515,43,196,1,2023-01-22 10:00:00
516,139,462,4,2023-01-22 11:00:00
517,99,440,1,2023-01-22 12:00:00
518,182,108,14,2023-01-22 13:00:00
519,133,158,9,2023-01-22 14:00:00
520,21,117,15,2023-01-22 15:00:00
521,94,5,19,2023-01-22 16:00:00
522,140,277,15,2023-01-22 17:00:00
523,107,358,19,2023-01-22 18:00:00
524,81,284,18,2023-01-22 19:00:00
525,42,321,2,2023-01-22 20:00:00
526,77,165,16,2023-01-22 21:00:00
527,120,470,16,2023-01-22 22:00:00
528,71,191,19,2023-01-22 23:00:00
529,53,337,2,2023-01-23 00:00:00
530,54,417,10,2023-01-23 01:00:00
531,100,409,8,2023-01-23 02:00:00
532,116,82,12,2023-01-23 03:00:00
533,50,139,15,2023-01-23 04:00:00
534,94,91,12,2023-01-23 05:00:00
535,16,142,19,2023-01-23 06:00:00
536,113,59,4,2023-01-23 07:00:00
537,64,254,18,2023-01-23 08:00:00
538,98,149,2,2023-01-23 09:00:00
539,64,452,18,2023-01-23 10:00:00
540,189,111,10,2023-01-23 11:00:00
541,67,228,10,2023-01-23 12:00:00
542,76,11,16,2023-01-23 13:00:00
543,151,379,11,2023-01-23 14:00:00
544,156,242,2,2023-01-23 15:00:00
545,122,268,5,2023-01-23 16:00:00
546,124,206,9,2023-01-23 17:00:00
547,41,204,7,2023-01-23 18:00:00
548,96,134,7,2023-01-23 19:00:00
549,17,211,5,2023-01-23 20:00:00
550,198,221,11,2023-01-23 21:00:00
551,12,496,4,2023-01-23 22:00:00
552,129,209,9,2023-01-23 23:00:00
553,70,28,18,2023-01-24 00:00:00
554,126,435,10,2023-01-24 01:00:00
555,28,456,19,2023-01-24 02:00:00
556,121,349,14,2023-01-24 03:00:00
557,104,257,15,2023-01-24 04:00:00
558,21,396,5,2023-01-24 05:00:00
559,65,256,9,2023-01-24 06:00:00
560,91,186,15,2023-01-24 07:00:00
561,59,337,8,2023-01-24 08:00:00
562,142,402,5,2023-01-24 09:00:00
563,196,452,3,2023-01-24 10:00:00
564,50,345,2,2023-01-24 11:00:00
565,35,386,1,2023-01-24 12:00:00
566,56,460,5,2023-01-24 13:00:00
567,182,188,18,2023-01-24 14:00:00
568,86,77,10,2023-01-24 15:00:00
569,18,65,14,2023-01-24 16:00:00
570,44,360,11,2023-01-24 17:00:00
571,26,277,1,2023-01-24 18:00:00
572,131,141,3,2023-01-24 19:00:00
573,127,240,17,2023-01-24 20:00:00
574,58,5,8,2023-01-24 21:00:00
575,55,11,2,2023-01-24 22:00:00
576,176,417,19,2023-01-24 23:00:00
577,102,348,4,2023-01-25 00:00:00
578,128,336,13,2023-01-25 01:00:00
579,180,368,8,2023-01-25 02:00:00
580,111,413,12,2023-01-25 03:00:00
581,152,10,16,2023-01-25 04:00:00
582,164,126,8,2023-01-25 05:00:00
583,13,340,14,2023-01-25 06:00:00
584,18,183,4,2023-01-25 07:00:00
585,109,78,3,2023-01-25 08:00:00
586,161,126,12,2023-01-25 09:00:00
587,9,282,18,2023-01-25 10:00:00
588,22,494,7,2023-01-25 11:00:00
589,169,460,12,2023-01-25 12:00:00
590,12,381,19,2023-01-25 13:00:00
591,97,117,1,2023-01-25 14:00:00
592,155,353,18,2023-01-25 15:00:00
593,98,8,13,2023-01-25 16:00:00
594,145,14,8,2023-01-25 17:00:00
595,137,41,17,2023-01-25 18:00:00
596,88,79,15,2023-01-25 19:00:00
597,155,406,4,2023-01-25 20:00:00
598,138,296,18,2023-01-25 21:00:00
599,82,214,2,2023-01-25 22:00:00
600,14,449,14,2023-01-25 23:00:00
601,95,371,3,2023-01-26 00:00:00
602,115,9,3,2023-01-26 01:00:00
603,110,24,6,2023-01-26 02:00:00
604,49,79,17,2023-01-26 03:00:00
605,54,315,17,2023-01-26 04:00:00
606,107,142,1,2023-01-26 05:00:00
607,41,11,19,2023-01-26 06:00:00
608,161,65,14,2023-01-26 07:00:00
609,110,34,4,2023-01-26 08:00:00
610,100,133,1,2023-01-26 09:00:00
611,16,57,18,2023-01-26 10:00:00
612,149,128,9,2023-01-26 11:00:00
613,49,423,8,2023-01-26 12:00:00
614,138,18,17,2023-01-26 13:00:00
615,60,150,2,2023-01-26 14:00:00
616,169,383,17,2023-01-26 15:00:00
617,55,121,13,2023-01-26 16:00:00
618,47,234,13,2023-01-26 17:00:00
619,177,359,7,2023-01-26 18:00:00
620,62,141,13,2023-01-26 19:00:00
621,169,151,7,2023-01-26 20:00:00
622,164,77,2,2023-01-26 21:00:00
623,102,357,19,2023-01-26 22:00:00
624,69,486,4,2023-01-26 23:00:00
625,44,497,13,2023-01-27 00:00:00
626,145,208,8,2023-01-27 01:00:00
627,37,438,17,2023-01-27 02:00:00
628,197,434,19,2023-01-27 03:00:00
629,76,35,18,2023-01-27 04:00:00
630,174,187,7,2023-01-27 05:00:00
631,131,91,2,2023-01-27 06:00:00
632,31,434,14,2023-01-27 07:00:00
633,187,404,5,2023-01-27 08:00:00
634,63,221,13,2023-01-27 09:00:00
635,42,111,8,2023-01-27 10:00:00
636,7,331,1,2023-01-27 11:00:00
637,135,175,3,2023-01-27 12:00:00
638,141,72,5,2023-01-27 13:00:00
639,152,393,10,2023-01-27 14:00:00
640,19,64,16,2023-01-27 15:00:00
641,191,180,14,2023-01-27 16:00:00
642,199,112,6,2023-01-27 17:00:00
643,155,252,17,2023-01-27 18:00:00
644,109,364,8,2023-01-27 19:00:00
645,103,332,2,2023-01-27 20:00:00
646,200,161,2,2023-01-27 21:00:00
647,156,144,14,2023-01-27 22:00:00
648,53,55,4,2023-01-27 23:00:00
649,72,321,5,2023-01-28 00:00:00
650,10,240,10,2023-01-28 01:00:00
651,112,82,15,2023-01-28 02:00:00
652,122,437,15,2023-01-28 03:00:00
653,77,260,2,2023-01-28 04:00:00
654,184,43,2,2023-01-28 05:00:00
655,183,157,11,2023-01-28 06:00:00
656,104,298,7,2023-01-28 07:00:00
657,70,331,5,2023-01-28 08:00:00
658,183,40,2,2023-01-28 09:00:00
659,2,419,7,2023-01-28 10:00:00
660,10,66,17,2023-01-28 11:00:00
661,114,433,19,2023-01-28 12:00:00
662,139,474,10,2023-01-28 13:00:00
663,32,214,5,2023-01-28 14:00:00
664,29,36,1,2023-01-28 15:00:00
